Country,Year,Points_type,From,To,Points
liverpool,2023,Points given by the jury,armenia,austria,2
liverpool,2023,Points given by the jury,armenia,poland,1
liverpool,2023,Points given by televoters,australia,finland,12
liverpool,2023,Points given by televoters,australia,sweden,10
liverpool,2023,Points given by televoters,australia,cyprus,8
liverpool,2023,Points given by televoters,australia,austria,7
liverpool,2023,Points given by televoters,australia,norway,6
liverpool,2023,Points given by televoters,australia,israel,5
liverpool,2023,Points given by televoters,australia,croatia,4
liverpool,2023,Points given by televoters,australia,belgium,3
liverpool,2023,Points given by televoters,australia,france,2
liverpool,2023,Points given by televoters,australia,slovenia,1
liverpool,2023,Points given by the jury,australia,belgium,12
liverpool,2023,Points given by the jury,australia,lithuania,10
liverpool,2023,Points given by the jury,australia,estonia,8
liverpool,2023,Points given by the jury,australia,sweden,7
liverpool,2023,Points given by the jury,australia,austria,6
liverpool,2023,Points given by the jury,australia,finland,5
liverpool,2023,Points given by the jury,australia,spain,4
liverpool,2023,Points given by the jury,australia,cyprus,3
liverpool,2023,Points given by the jury,australia,portugal,2
liverpool,2023,Points given by the jury,australia,italy,1
liverpool,2023,Points given by televoters,austria,finland,12
liverpool,2023,Points given by televoters,austria,croatia,10
liverpool,2023,Points given by televoters,austria,italy,8
liverpool,2023,Points given by televoters,austria,norway,7
liverpool,2023,Points given by televoters,austria,germany,6
liverpool,2023,Points given by televoters,austria,ukraine,5
liverpool,2023,Points given by televoters,austria,sweden,4
liverpool,2023,Points given by televoters,austria,albania,3
liverpool,2023,Points given by televoters,austria,switzerland,2
liverpool,2023,Points given by televoters,austria,israel,1
liverpool,2023,Points given by the jury,austria,italy,12
liverpool,2023,Points given by the jury,austria,sweden,10
liverpool,2023,Points given by the jury,austria,finland,8
liverpool,2023,Points given by the jury,austria,lithuania,7
liverpool,2023,Points given by the jury,austria,slovenia,6
liverpool,2023,Points given by the jury,austria,czechia,5
liverpool,2023,Points given by the jury,austria,switzerland,4
liverpool,2023,Points given by the jury,austria,belgium,3
liverpool,2023,Points given by the jury,austria,cyprus,2
liverpool,2023,Points given by the jury,austria,armenia,1
liverpool,2023,Points given by televoters,azerbaijan,israel,12
liverpool,2023,Points given by televoters,azerbaijan,sweden,10
liverpool,2023,Points given by televoters,azerbaijan,finland,8
liverpool,2023,Points given by televoters,azerbaijan,ukraine,7
liverpool,2023,Points given by televoters,azerbaijan,cyprus,6
liverpool,2023,Points given by televoters,azerbaijan,slovenia,5
liverpool,2023,Points given by televoters,azerbaijan,italy,4
liverpool,2023,Points given by televoters,azerbaijan,czechia,3
liverpool,2023,Points given by televoters,azerbaijan,norway,2
liverpool,2023,Points given by televoters,azerbaijan,switzerland,1
liverpool,2023,Points given by the jury,azerbaijan,israel,12
liverpool,2023,Points given by the jury,azerbaijan,sweden,10
liverpool,2023,Points given by the jury,azerbaijan,albania,8
liverpool,2023,Points given by the jury,azerbaijan,spain,7
liverpool,2023,Points given by the jury,azerbaijan,italy,6
liverpool,2023,Points given by the jury,azerbaijan,australia,5
liverpool,2023,Points given by the jury,azerbaijan,switzerland,4
liverpool,2023,Points given by the jury,azerbaijan,finland,3
liverpool,2023,Points given by the jury,azerbaijan,ukraine,2
liverpool,2023,Points given by the jury,azerbaijan,estonia,1
liverpool,2023,Points given by televoters,belgium,finland,12
liverpool,2023,Points given by televoters,belgium,sweden,10
liverpool,2023,Points given by televoters,belgium,norway,8
liverpool,2023,Points given by televoters,belgium,italy,7
liverpool,2023,Points given by televoters,belgium,armenia,6
liverpool,2023,Points given by televoters,belgium,israel,5
liverpool,2023,Points given by televoters,belgium,poland,4
liverpool,2023,Points given by televoters,belgium,albania,3
liverpool,2023,Points given by televoters,belgium,france,2
liverpool,2023,Points given by televoters,belgium,ukraine,1
liverpool,2023,Points given by the jury,belgium,austria,12
liverpool,2023,Points given by the jury,belgium,israel,10
liverpool,2023,Points given by the jury,belgium,sweden,8
liverpool,2023,Points given by the jury,belgium,italy,7
liverpool,2023,Points given by the jury,belgium,spain,6
liverpool,2023,Points given by the jury,belgium,finland,5
liverpool,2023,Points given by the jury,belgium,australia,4
liverpool,2023,Points given by the jury,belgium,czechia,3
liverpool,2023,Points given by the jury,belgium,poland,2
liverpool,2023,Points given by the jury,belgium,france,1
liverpool,2023,Points given by televoters,croatia,slovenia,12
liverpool,2023,Points given by televoters,croatia,finland,10
liverpool,2023,Points given by televoters,croatia,italy,8
liverpool,2023,Points given by televoters,croatia,serbia,7
liverpool,2023,Points given by televoters,croatia,albania,6
liverpool,2023,Points given by televoters,croatia,norway,5
liverpool,2023,Points given by televoters,croatia,israel,4
liverpool,2023,Points given by televoters,croatia,czechia,3
liverpool,2023,Points given by televoters,croatia,sweden,2
liverpool,2023,Points given by televoters,croatia,moldova,1
liverpool,2023,Points given by the jury,croatia,italy,12
liverpool,2023,Points given by the jury,croatia,sweden,10
liverpool,2023,Points given by the jury,croatia,israel,8
liverpool,2023,Points given by the jury,croatia,finland,7
liverpool,2023,Points given by the jury,croatia,spain,6
liverpool,2023,Points given by the jury,croatia,slovenia,5
liverpool,2023,Points given by the jury,croatia,serbia,4
liverpool,2023,Points given by the jury,croatia,estonia,3
liverpool,2023,Points given by the jury,croatia,moldova,2
liverpool,2023,Points given by the jury,croatia,portugal,1
liverpool,2023,Points given by televoters,cyprus,israel,12
liverpool,2023,Points given by televoters,cyprus,ukraine,10
liverpool,2023,Points given by televoters,cyprus,sweden,8
liverpool,2023,Points given by televoters,cyprus,finland,7
liverpool,2023,Points given by televoters,cyprus,italy,6
liverpool,2023,Points given by televoters,cyprus,norway,5
liverpool,2023,Points given by televoters,cyprus,armenia,4
liverpool,2023,Points given by televoters,cyprus,france,3
liverpool,2023,Points given by televoters,cyprus,poland,2
liverpool,2023,Points given by televoters,cyprus,moldova,1
liverpool,2023,Points given by the jury,cyprus,sweden,12
liverpool,2023,Points given by the jury,cyprus,austria,10
liverpool,2023,Points given by the jury,cyprus,australia,8
liverpool,2023,Points given by the jury,cyprus,israel,7
liverpool,2023,Points given by the jury,cyprus,spain,6
liverpool,2023,Points given by the jury,cyprus,italy,5
liverpool,2023,Points given by the jury,cyprus,armenia,4
liverpool,2023,Points given by the jury,cyprus,finland,3
liverpool,2023,Points given by the jury,cyprus,switzerland,2
liverpool,2023,Points given by the jury,cyprus,czechia,1
liverpool,2023,Points given by televoters,czechia,ukraine,12
liverpool,2023,Points given by televoters,czechia,finland,10
liverpool,2023,Points given by televoters,czechia,israel,8
liverpool,2023,Points given by televoters,czechia,norway,7
liverpool,2023,Points given by televoters,czechia,sweden,6
liverpool,2023,Points given by televoters,czechia,moldova,5
liverpool,2023,Points given by televoters,czechia,croatia,4
liverpool,2023,Points given by televoters,czechia,slovenia,3
liverpool,2023,Points given by televoters,czechia,armenia,2
liverpool,2023,Points given by televoters,czechia,italy,1
liverpool,2023,Points given by the jury,czechia,ukraine,12
liverpool,2023,Points given by the jury,czechia,sweden,10
liverpool,2023,Points given by the jury,czechia,armenia,8
liverpool,2023,Points given by the jury,czechia,australia,7
liverpool,2023,Points given by the jury,czechia,slovenia,6
liverpool,2023,Points given by the jury,czechia,finland,5
liverpool,2023,Points given by the jury,czechia,italy,4
liverpool,2023,Points given by the jury,czechia,spain,3
liverpool,2023,Points given by the jury,czechia,estonia,2
liverpool,2023,Points given by the jury,czechia,germany,1
liverpool,2023,Points given by televoters,denmark,finland,12
liverpool,2023,Points given by televoters,denmark,norway,10
liverpool,2023,Points given by televoters,denmark,sweden,8
liverpool,2023,Points given by televoters,denmark,ukraine,7
liverpool,2023,Points given by televoters,denmark,belgium,6
liverpool,2023,Points given by televoters,denmark,poland,5
liverpool,2023,Points given by televoters,denmark,switzerland,4
liverpool,2023,Points given by televoters,denmark,italy,3
liverpool,2023,Points given by televoters,denmark,cyprus,2
liverpool,2023,Points given by televoters,denmark,moldova,1
liverpool,2023,Points given by the jury,denmark,sweden,12
liverpool,2023,Points given by the jury,denmark,norway,10
liverpool,2023,Points given by the jury,denmark,finland,8
liverpool,2023,Points given by the jury,denmark,austria,7
liverpool,2023,Points given by the jury,denmark,france,6
liverpool,2023,Points given by the jury,denmark,cyprus,5
liverpool,2023,Points given by the jury,denmark,lithuania,4
liverpool,2023,Points given by the jury,denmark,belgium,3
liverpool,2023,Points given by the jury,denmark,australia,2
liverpool,2023,Points given by the jury,denmark,united kingdom,1
liverpool,2023,Points given by televoters,estonia,finland,12
liverpool,2023,Points given by televoters,estonia,sweden,10
liverpool,2023,Points given by televoters,estonia,ukraine,8
liverpool,2023,Points given by televoters,estonia,norway,7
liverpool,2023,Points given by televoters,estonia,australia,6
liverpool,2023,Points given by televoters,estonia,lithuania,5
liverpool,2023,Points given by televoters,estonia,switzerland,4
liverpool,2023,Points given by televoters,estonia,poland,3
liverpool,2023,Points given by televoters,estonia,italy,2
liverpool,2023,Points given by televoters,estonia,slovenia,1
liverpool,2023,Points given by the jury,estonia,sweden,12
liverpool,2023,Points given by the jury,estonia,finland,10
liverpool,2023,Points given by the jury,estonia,australia,8
liverpool,2023,Points given by the jury,estonia,ukraine,7
liverpool,2023,Points given by the jury,estonia,belgium,6
liverpool,2023,Points given by the jury,estonia,italy,5
liverpool,2023,Points given by the jury,estonia,israel,4
liverpool,2023,Points given by the jury,estonia,armenia,3
liverpool,2023,Points given by the jury,estonia,spain,2
liverpool,2023,Points given by the jury,estonia,lithuania,1
liverpool,2023,Points given by televoters,finland,norway,12
liverpool,2023,Points given by televoters,finland,czechia,10
liverpool,2023,Points given by televoters,finland,australia,8
liverpool,2023,Points given by televoters,finland,slovenia,7
liverpool,2023,Points given by televoters,finland,estonia,6
liverpool,2023,Points given by televoters,finland,germany,5
liverpool,2023,Points given by televoters,finland,croatia,4
liverpool,2023,Points given by televoters,finland,moldova,3
liverpool,2023,Points given by televoters,finland,austria,2
liverpool,2023,Points given by televoters,finland,switzerland,1
liverpool,2023,Points given by the jury,finland,sweden,12
liverpool,2023,Points given by the jury,finland,switzerland,10
liverpool,2023,Points given by the jury,finland,czechia,8
liverpool,2023,Points given by the jury,finland,france,7
liverpool,2023,Points given by the jury,finland,italy,6
liverpool,2023,Points given by the jury,finland,belgium,5
liverpool,2023,Points given by the jury,finland,united kingdom,4
liverpool,2023,Points given by the jury,finland,poland,3
liverpool,2023,Points given by the jury,finland,austria,2
liverpool,2023,Points given by the jury,finland,cyprus,1
liverpool,2023,Points given by televoters,france,armenia,12
liverpool,2023,Points given by televoters,france,israel,10
liverpool,2023,Points given by televoters,france,moldova,8
liverpool,2023,Points given by televoters,france,italy,7
liverpool,2023,Points given by televoters,france,finland,6
liverpool,2023,Points given by televoters,france,portugal,5
liverpool,2023,Points given by televoters,france,ukraine,4
liverpool,2023,Points given by televoters,france,sweden,3
liverpool,2023,Points given by televoters,france,belgium,2
liverpool,2023,Points given by televoters,france,norway,1
liverpool,2023,Points given by the jury,france,israel,12
liverpool,2023,Points given by the jury,france,austria,10
liverpool,2023,Points given by the jury,france,finland,8
liverpool,2023,Points given by the jury,france,armenia,7
liverpool,2023,Points given by the jury,france,sweden,6
liverpool,2023,Points given by the jury,france,portugal,5
liverpool,2023,Points given by the jury,france,czechia,4
liverpool,2023,Points given by the jury,france,switzerland,3
liverpool,2023,Points given by the jury,france,italy,2
liverpool,2023,Points given by the jury,france,ukraine,1
liverpool,2023,Points given by televoters,georgia,armenia,12
liverpool,2023,Points given by televoters,georgia,ukraine,10
liverpool,2023,Points given by televoters,georgia,finland,8
liverpool,2023,Points given by televoters,georgia,sweden,7
liverpool,2023,Points given by televoters,georgia,israel,6
